"subid","trial","item","state","positivity","utterance","judgment"
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",23,"recital","1","it was ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",24,"recital","1","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",25,"presentation","3","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",26,"recital","1","it was ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",27,"film","1","it wasn't ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",28,"dance","2","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",29,"monologue","2","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",30,"cake","0","it wasn't ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",31,"cookie","3","it wasn't ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",32,"solo","0","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",33,"painting","0","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",34,"song","3","it wasn't ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",35,"review","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",4,"cookie","1","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",5,"recital","2","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",6,"presentation","3","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",7,"app","0","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",8,"poem","2","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",9,"cookie","1","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",10,"app","0","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",11,"dance","0","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",12,"monologue","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",13,"cake","3","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",14,"poem","2","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",15,"cookie","1","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",16,"review","2","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",17,"review","2","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",18,"recital","2","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",19,"dance","3","it was ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",20,"song","3","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",21,"film","1","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",22,"monologue","0","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",23,"solo","1","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",24,"dance","0","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",25,"solo","0","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",26,"film","1","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",27,"presentation","3","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",28,"cake","3","it wasn't ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",29,"app","0","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",30,"song","3","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",31,"review","3","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",32,"painting","1","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",33,"poem","2","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",34,"film","1","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-30IQTZXKAK6O3AGYWDWJ95V1VZ80XJ.json",35,"painting","2","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",4,"song","0","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",5,"song","1","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",6,"poem","3","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",7,"cookie","0","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",8,"painting","2","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",9,"presentation","0","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",10,"review","3","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",11,"app","3","it was ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",12,"presentation","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",13,"monologue","2","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",14,"review","2","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",15,"monologue","2","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",16,"cake","1","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",17,"film","1","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",18,"painting","2","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",19,"monologue","2","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",20,"dance","3","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",21,"recital","1","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",22,"film","1","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",23,"app","0","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",24,"solo","3","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",25,"poem","3","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",26,"app","0","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",27,"dance","3","it wasn't ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",28,"recital","1","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",29,"cookie","0","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",30,"recital","1","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",31,"cake","2","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",32,"review","2","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",33,"film","1","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",34,"cookie","0","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-31IBVUNM9SZNWPQTZGEMORLKLQOVFE.json",35,"solo","3","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",4,"app","0","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",5,"presentation","1","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",6,"film","3","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",7,"review","2","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",8,"poem","2","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",9,"monologue","3","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",10,"app","0","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",11,"film","3","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",12,"cake","1","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",13,"cookie","0","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",14,"dance","0","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",15,"dance","1","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",16,"review","2","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",17,"solo","1","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",18,"recital","3","it was ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",19,"review","2","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",20,"presentation","2","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",21,"recital","0","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",22,"app","0","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",23,"recital","0","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",24,"cake","1","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",25,"cookie","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",26,"poem","3","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",27,"song","2","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",28,"solo","1","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",29,"solo","1","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",30,"painting","3","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",31,"monologue","3","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",32,"song","2","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",33,"painting","3","it wasn't ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",34,"cake","1","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-33L7PJKHCGYZ4ICHM781DHGD11VT8F.json",35,"poem","2","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",4,"solo","1","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",5,"dance","1","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",6,"presentation","2","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",7,"painting","2","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",8,"dance","0","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",9,"app","0","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",10,"solo","1","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",11,"cookie","0","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",12,"review","0","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",13,"monologue","1","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",14,"painting","2","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",15,"recital","2","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",16,"recital","2","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",17,"painting","2","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",18,"film","3","it was ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",19,"app","3","it was ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",20,"cake","3","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",21,"film","3","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",22,"presentation","2","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",23,"cake","3","it wasn't ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",24,"monologue","1","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",25,"song","3","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",26,"monologue","1","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",27,"cookie","0","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",28,"poem","1","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",29,"solo","1","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",30,"cookie","0","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",31,"song","3","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",32,"poem","2","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",33,"recital","3","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",34,"app","0","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3ATTHHXXWAOZA5XE03LPF9VXHTOIXV.json",35,"review","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",4,"review","0","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",5,"film","1","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",6,"painting","3","it wasn't ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",7,"app","1","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",8,"presentation","2","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",9,"review","0","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",10,"cookie","0","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",11,"cake","0","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",12,"film","1","it was ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",13,"dance","2","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",14,"recital","3","it was ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",15,"recital","3","it wasn't ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",16,"cake","0","it was ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",17,"cookie","0","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",18,"monologue","1","it wasn't ___","good",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",19,"monologue","1","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",20,"song","3","it was ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",21,"monologue","1","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",22,"solo","2","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",23,"poem","1","it wasn't ___","terrible",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",24,"solo","2","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",25,"film","1","it was ___","bad",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",26,"solo","3","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",27,"painting","3","it wasn't ___","good",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",28,"presentation","2","it wasn't ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",29,"cake","0","it wasn't ___","bad",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",30,"review","3","it was ___","amazing",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",31,"poem","0","it was ___","amazing",0
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",32,"app","2","it wasn't ___","terrible",1
"3D5G8J4N5A4USAA04YE9GB5XJ2NTV6-3FDJT1UU748HEH3SU0N606JQGY45KK.json",33,"presentation","2","it was ___","good",1
